,house_lat,house_long,distance (m),duration (s),travel_mode
64,41.140582894587105,-8.614647448494276,14499,2880,bicycling
65,41.140582894587105,-8.614647448494276,92,18,bicycling
66,41.140582894587105,-8.614647448494276,0,0,bicycling
67,41.140582894587105,-8.614647448494276,251,183,bicycling
68,41.140582894587105,-8.614647448494276,269,179,bicycling
69,41.140582894587105,-8.614647448494276,223,144,bicycling
70,41.142145919582674,-8.61374925523519,2935,1019,bicycling
71,41.142145919582674,-8.61374925523519,281,258,bicycling
72,41.142145919582674,-8.61374925523519,1455,668,bicycling
73,41.142145919582674,-8.61374925523519,14755,2907,bicycling
74,41.142145919582674,-8.61374925523519,14713,2876,bicycling
75,41.142145919582674,-8.61374925523519,400,167,bicycling
76,41.142145919582674,-8.61374925523519,308,150,bicycling
77,41.142145919582674,-8.61374925523519,0,0,bicycling
78,41.142145919582674,-8.61374925523519,189,166,bicycling
79,41.142145919582674,-8.61374925523519,235,208,bicycling
80,41.14214101346732,-8.613394163295458,2962,1029,bicycling
81,41.14214101346732,-8.613394163295458,237,228,bicycling
82,41.14214101346732,-8.613394163295458,1482,679,bicycling
83,41.14214101346732,-8.613394163295458,14811,2923,bicycling
84,41.14214101346732,-8.613394163295458,14769,2891,bicycling
85,41.14214101346732,-8.613394163295458,455,183,bicycling
86,41.14214101346732,-8.613394163295458,363,165,bicycling
87,41.14214101346732,-8.613394163295458,189,139,bicycling
88,41.14214101346732,-8.613394163295458,0,0,bicycling
89,41.14214101346732,-8.613394163295458,46,42,bicycling
90,41.141764839822955,-8.613161057563643,3008,1064,bicycling
91,41.141764839822955,-8.613161057563643,283,263,bicycling
92,41.141764839822955,-8.613161057563643,1528,714,bicycling
93,41.141764839822955,-8.613161057563643,14671,2893,bicycling
94,41.141764839822955,-8.613161057563643,14629,2862,bicycling
95,41.141764839822955,-8.613161057563643,316,153,bicycling
96,41.141764839822955,-8.613161057563643,224,136,bicycling
97,41.141764839822955,-8.613161057563643,137,115,bicycling
98,41.141764839822955,-8.613161057563643,46,35,bicycling
99,41.141764839822955,-8.613161057563643,0,0,bicycling
0,41.1564238,-8.6249723,0,0,driving
1,41.1564238,-8.6249723,4506,942,driving
2,41.1564238,-8.6249723,1626,270,driving
3,41.1564238,-8.6249723,12305,1369,driving
4,41.1564238,-8.6249723,11556,1037,driving
5,41.1564238,-8.6249723,3288,802,driving
6,41.1564238,-8.6249723,3371,830,driving
7,41.1564238,-8.6249723,3195,742,driving
8,41.1564238,-8.6249723,3213,738,driving
9,41.1564238,-8.6249723,3166,725,driving
10,41.1427507,-8.6125743,3945,735,driving
